GeoID,County,Year,Number of establishments,"Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of employees,% Black,% Female,% Hispanic,% Veteran
48293,"Limestone County, Texas",2022.0,396.0,229929.0,54941.0,4975.0,,0.0,0.0,0.0
48295,"Lipscomb County, Texas",2022.0,81.0,48576.0,10448.0,893.0,,,0.0,
48297,"Live Oak County, Texas",2022.0,253.0,182634.0,47474.0,2387.0,,0.0,11.7647058823529,1.96078431372549
48299,"Llano County, Texas",2022.0,545.0,162252.0,37004.0,4153.0,0.0,0.0,0.0,0.0
48301,"Loving County, Texas",2022.0,16.0,43458.0,8837.0,421.0,,,,
48303,"Lubbock County, Texas",2022.0,7886.0,5440495.0,1278879.0,121217.0,0.0,19.1667962070573,9.46681175190424,4.52355044302813
48305,"Lynn County, Texas",2022.0,90.0,42286.0,9855.0,802.0,,0.0,0.0,0.0
48307,"McCulloch County, Texas",2022.0,211.0,62077.0,14130.0,1582.0,,0.0,0.0,1.53846153846153
48309,"McLennan County, Texas",2022.0,5758.0,5138737.0,1180990.0,109113.0,0.0,0.0,0.0,0.0
48311,"McMullen County, Texas",2022.0,40.0,21961.0,5395.0,313.0,,0.0,0.0,0.0
48313,"Madison County, Texas",2022.0,277.0,99866.0,22751.0,2547.0,,0.0,0.0,0.0
48315,"Marion County, Texas",2022.0,169.0,82793.0,22718.0,1795.0,,0.0,5.52763819095477,0.50251256281407
48317,"Martin County, Texas",2022.0,128.0,99013.0,24369.0,1298.0,,24.390243902439,63.8719512195121,3.81097560975609
48319,"Mason County, Texas",2022.0,150.0,28969.0,6397.0,787.0,0.0,0.0,0.0,0.0
48321,"Matagorda County, Texas",2022.0,729.0,546238.0,149706.0,7836.0,0.0,20.2365591397849,0.0,5.63440860215053
48323,"Maverick County, Texas",2022.0,854.0,372402.0,84954.0,12294.0,,0.0,0.0,
48325,"Medina County, Texas",2022.0,853.0,339211.0,80261.0,8072.0,0.0,21.5864759427828,0.0,0.0
48327,"Menard County, Texas",2022.0,49.0,5722.0,1304.0,214.0,0.0,0.0,0.0,0.0
48329,"Midland County, Texas",2022.0,5918.0,7963274.0,1998967.0,92979.0,0.0,13.9315230224321,14.6989374262101,4.99803227075954
48331,"Milam County, Texas",2022.0,447.0,213296.0,52877.0,4548.0,0.0,0.0,0.0,5.02283105022831
48333,"Mills County, Texas",2022.0,128.0,41645.0,9313.0,975.0,,5.12820512820512,0.0,0.0
48335,"Mitchell County, Texas",2022.0,128.0,47868.0,10606.0,1054.0,0.0,0.0,0.0,0.0
48337,"Montague County, Texas",2022.0,455.0,155791.0,37633.0,3523.0,,11.3022113022113,0.0,0.0
48339,"Montgomery County, Texas",2022.0,14518.0,12693507.0,3328796.0,194404.0,2.67622879132412,21.3398635648067,8.57092880881581,5.24750743396886
